AAQ,PAR,15795,TUA,2,FV
AAQ,PEE,6843,TUA,2,EO
AAQ,PEZ,7219,TUA,2,S7
AAQ,PKC,18553,TUA,3,GH
AAQ,PSA,7825,TUA,2,S7
AAQ,REN,8600,TUA,2,EO
AAQ,ROV,6266,TUA,2,EO
AAQ,RTW,5911,TUA,2,S7
AAQ,SCO,16036,TUA,2,SU
AAQ,SCW,8484,TUA,2,SU
AAQ,SGC,9868,TUA,2,FV
AAQ,SIP,6493,TUA,2,GH
AAQ,SKD,19286,TUA,3,HY
AAQ,SKX,5670,TUA,2,S7
AAQ,STW,9113,TUA,2,S7
AAQ,SVO,4040,TUA,1,EO
AAQ,SVX,6700,TUA,2,N4
AAQ,TAS,19459,TUA,2,SU
AAQ,TBS,10742,TUA,2,S7
AAQ,TJM,7553,TUA,2,S7
AAQ,TLL,12244,TUA,2,SU
AAQ,TLV,23563,TUA,3,U6
AAQ,TOF,8797,TUA,2,S7
AAQ,UCT,15130,TUA,2,IO
AAQ,UFA,6500,TUA,2,EO
AAQ,ULY,14662,TUA,2,UT
AAQ,USK,23146,TUA,2,UT
AAQ,UUS,25053,TUA,2,FV
AAQ,VCE,19241,TUA,2,SU
AAQ,VIE,12000,TUA,2,UT
AAQ,VKO,6316,TUA,1,FV
AAQ,VOG,6000,TUA,2,EO
AAQ,VOZ,6722,TUA,2,S7
AAQ,VVO,20211,TUA,3,U6
AAQ,YKS,20584,TUA,3,GH
AAQ,ZIA,38620,TUA,3,B2
AAR,AOI,33393,TUA,3,CL
AAR,BDS,34516,TUA,3,LX
AAR,BEG,31103,TUA,3,OS
AAR,DBV,30539,TUA,3,OS
AAR,HAJ,35482,TUA,3,LX
AAR,HRK,89455,TUA,3,LO
AAR,MOW,24146,TUA,2,SU
AAT,SVX,62759,TUA,3,SU
ABA,AAQ,12421,TUA,2,S7
ABA,AER,12109,TUA,2,FV
ABA,ALA,12809,TUA,2,S7
ABA,ASF,12705,TUA,2,S7
ABA,AYT,20724,TUA,2,S7
ABA,BAX,21171,TUA,2,GH
ABA,BER,17556,TUA,3,S7
ABA,BKK,39807,TUA,3,EK
ABA,BTK,28974,TUA,2,GH
ABA,BUS,15634,TUA,2,S7
ABA,BZK,15858,TUA,3,S7
ABA,DME,11947,TUA,2,S7
ABA,DYU,20371,TUA,2,S7
ABA,EVN,14339,TUA,2,GH
ABA,FRU,12968,TUA,2,S7
ABA,GOJ,12330,TUA,2,SU
ABA,HEL,22884,TUA,3,AY
ABA,HKT,34675,TUA,3,EY
ABA,HTA,16058,TUA,2,S7
ABA,IKT,13952,TUA,2,S7
ABA,KJA,10192,TUA,2,S7
ABA,KRR,12104,TUA,2,S7
ABA,KUF,12640,TUA,2,S7
ABA,KZN,12097,TUA,2,SU
ABA,LED,12166,TUA,2,S7
ABA,MCX,13738,TUA,2,FV
ABA,MOW,11755,TUA,2,GH
ABA,MRS,26989,TUA,3,CL
ABA,MRV,12474,TUA,2,S7
ABA,NCE,28718,TUA,2,FV
ABA,NJC,8018,TUA,2,S7
ABA,NSK,44681,TUA,3,GH
ABA,NUX,12409,TUA,2,S7
ABA,NYC,42905,TUA,2,SU
ABA,OMS,8081,TUA,2,S7
ABA,OSL,27818,TUA,2,SU
ABA,OVB,6312,TUA,1,S7
ABA,PEE,12524,TUA,2,S7
ABA,ROV,12359,TUA,2,FV
ABA,SIP,12339,TUA,2,GH
ABA,SVO,12569,TUA,1,SU
ABA,SVX,11788,TUA,2,S7
ABA,TJM,11362,TUA,2,S7
ABA,TOF,7173,TUA,2,S7
ABA,UFA,12520,TUA,2,S7
ABA,VVO,21989,TUA,3,S7
ABA,YKS,32432,TUA,3,GH
ABA,YTO,61417,TUA,3,UA
ABA,YYZ,76383,TUA,3,AC
ABE,ACV,39921,TUA,3,UA
ABE,BFL,39859,TUA,3,UA
ABJ,IEV,51921,TUA,2,TK
ABJ,MOW,36336,TUA,2,AT
ABT,DME,73639,TUA,3,GF
ABT,MCX,141020,TUA,3,8Q
ABV,IST,91262,TUA,3,MS
ABV,MOW,54511,TUA,2,TK
ABY,ABE,22756,TUA,2,DL
ABY,ACK,32887,TUA,3,9K
ABY,NYC,29883,TUA,2,DL
ABZ,AGP,9396,TUA,2,FR
ABZ,GDN,8910,TUA,1,W6
ABZ,RIX,18358,TUA,2,BT
ACC,DOH,47000,TUA,2,ET
ACC,LON,27966,TUA,2,MS
ACC,MOW,26251,TUA,2,TP
ACC,MSQ,45561,TUA,2,TK
ACE,HEL,13122,TUA,2,HV
ACE,MOW,22437,TUA,2,IG
ACK,NYC,26325,TUA,2,B6
ACV,DEN,35162,TUA,2,UA
ADA,AAQ,63570,TUA,3,S7
ADA,ADB,4301,TUA,1,PC
ADA,AER,18778,TUA,2,TK
ADA,ALA,26295,TUA,2,PC
ADA,BAX,73264,TUA,3,SU
ADA,BER,18505,TUA,2,PC
ADA,DLM,7940,TUA,2,PC
ADA,HEL,17104,TUA,2,TK
ADA,IEV,9925,TUA,2,PC
ADA,IST,4043,TUA,1,8Q
ADA,JOE,139944,TUA,3,AY
ADA,KEJ,82328,TUA,3,SU
ADA,KRO,26604,TUA,3,TK
ADA,KZN,28781,TUA,2,TK
ADA,LED,16212,TUA,2,TK
ADA,MOW,16037,TUA,3,TK
ADA,MSQ,18292,TUA,2,B2
ADA,NOZ,82428,TUA,3,SU
ADA,OMS,42109,TUA,3,KC
ADA,OVB,31848,TUA,3,KC
ADA,OZH,10190,TUA,2,PC
ADA,PRG,11905,TUA,2,PC
ADA,ROV,25549,TUA,2,TK
ADA,SVX,27954,TUA,2,TK
ADA,UFA,59639,TUA,2,TK
ADB,ALA,113336,TUA,3,KC
ADB,AOI,20979,TUA,2,CL
ADB,ARN,11270,TUA,2,PC
ADB,BAX,42005,TUA,3,SU
ADB,BER,17340,TUA,2,PC
ADB,BZK,80853,TUA,3,S7
ADB,CAI,68628,TUA,2,LH
ADB,CEK,60190,TUA,3,S7
ADB,DLM,7700,TUA,2,PC
ADB,DME,21606,TUA,2,PC
ADB,DYU,43001,TUA,3,KC
ADB,EGO,115446,TUA,3,SU
ADB,HEL,16269,TUA,2,TK
ADB,IEV,37873,TUA,2,LH
ADB,IST,3591,TUA,1,KK
ADB,JOE,180916,TUA,3,AY
ADB,KEJ,87630,TUA,3,SU
ADB,KRO,28147,TUA,3,TK
ADB,KRR,19151,TUA,2,PC
ADB,KSN,20800,TUA,3,KC
ADB,KUF,47508,TUA,3,S7
ADB,KZN,28936,TUA,2,TK
ADB,LED,24990,TUA,2,TK
ADB,MCX,133233,TUA,3,FV
ADB,MOW,15119,TUA,2,TK
ADB,MQF,120020,TUA,3,SU
ADB,MRV,10506,TUA,2,PC
ADB,NOZ,46414,TUA,3,SU
ADB,OLB,22742,TUA,3,LH
ADB,OMS,42264,TUA,3,KC
ADB,OVB,30353,TUA,3,KC
ADB,OZH,9025,TUA,2,PC
ADB,PAR,12838,TUA,2,AF
ADB,PWQ,19379,TUA,3,KC
ADB,ROV,25441,TUA,3,B2
ADB,SVX,28109,TUA,2,TK
ADB,TAS,35076,TUA,2,TK
ADB,TBS,41768,TUA,2,LH
ADB,TLL,23539,TUA,3,TK
ADB,TSE,96623,TUA,3,KC
ADB,UFA,57651,TUA,3,S7
ADB,VKO,16392,TUA,2,TK
ADD,IST,21468,TUA,2,SV
ADD,MMK,58516,TUA,3,IO
ADD,MOW,32979,SFA,2,FZ
ADD,MOW,25530,TUA,2,MS
ADD,TNR,18185,TUA,2,KQ
ADF,MOW,18203,TUA,3,TK
ADL,PER,14094,TUA,1,JQ
AER,AAQ,10660,TUA,3,UT
AER,ABA,17627,TUA,2,S7
AER,ADB,19003,TUA,2,TK
AER,AGF,48100,TUA,3,A5
AER,AJI,20181,TUA,2,TK
AER,AKX,24371,TUA,2,SU
AER,ALA,22221,TUA,3,S7
AER,ALF,90215,TUA,3,SK
AER,ALY,24780,TUA,2,TK
AER,ANK,19003,TUA,2,TK
AER,AOI,35246,TUA,3,CL
AER,ARH,12743,TUA,3,UT
AER,ASF,10240,TUA,3,UT
AER,ATH,20223,TUA,2,TK
AER,AUR,52435,TUA,3,A5
AER,AYT,18692,TUA,2,S7
AER,BAK,11479,TUA,2,TK
AER,BAL,20143,TUA,2,TK
AER,BAX,18552,TUA,2,U6
AER,BCN,11815,TUA,2,BT
AER,BEG,17271,TUA,2,TK
AER,BER,10556,TUA,2,BT
AER,BHK,28905,TUA,3,HY
AER,BJS,36179,TUA,3,U6
AER,BKK,36041,TUA,3,QR
AER,BLQ,20143,TUA,2,TK
AER,BNX,63127,TUA,3,JU
AER,BOJ,15056,TUA,2,S7
AER,BQS,39984,TUA,3,U6
AER,BRQ,70661,TUA,3,BM
AER,BTK,23406,TUA,2,GH
AER,BTS,13203,TUA,2,DP
AER,BUE,81297,TUA,3,BA
AER,BUS,13808,TUA,2,TK
AER,BZG,36638,TUA,3,CL
AER,BZK,15488,TUA,3,S7
AER,CAN,55366,TUA,3,CA
AER,CEK,9568,TUA,2,FV
AER,CSY,13998,TUA,2,DP
AER,CUN,57918,TUA,3,DL
AER,DAC,44909,TUA,3,GF
AER,DEL,27994,TUA,2,TK
AER,DME,9371,TUA,1,S7
AER,DNK,44575,TUA,3,OS
AER,DUS,17546,TUA,2,GH
AER,DXB,24148,TUA,2,SU
AER,DYU,21990,TUA,3,UT
AER,ECN,20717,TUA,2,TK
AER,EGO,13125,TUA,3,7R
AER,ERZ,20143,TUA,2,TK
AER,EVN,7530,TUA,1,N4
AER,FRU,16497,TUA,2,TK
AER,FYJ,85206,TUA,3,CA
AER,GDN,41245,TUA,3,LO
AER,GDZ,18431,TUA,2,SU
AER,GOI,134429,TUA,3,AI
AER,GOJ,8638,TUA,2,SU
AER,GRV,14260,TUA,3,UT
AER,GUW,85041,TUA,3,DV
AER,GYD,11328,TUA,2,TK
AER,GZP,19003,TUA,2,TK
AER,HAM,23061,TUA,2,SU
AER,HEL,8842,TUA,2,BT
AER,HER,35925,TUA,2,SU
AER,HKT,37982,TUA,3,QR
AER,HMA,16660,TUA,3,UT
AER,HRB,31447,TUA,3,U6
AER,HRK,15228,TUA,2,TK
AER,HTA,19905,TUA,2,U6
AER,IAR,16585,TUA,3,S7
AER,IEG,28727,TUA,3,LO
AER,IEV,10165,TUA,2,BT
AER,IJK,17340,TUA,3,7R
AER,IKT,15192,TUA,1,IO
AER,IST,15520,TUA,1,TK
AER,JMU,51553,TUA,3,FM
AER,JOE,36481,TUA,3,AY
AER,KBP,10135,TUA,2,BT
AER,KEJ,20092,TUA,2,S7
AER,KGD,10589,TUA,2,FV
AER,KGP,18607,TUA,2,UT
AER,KHV,22458,TUA,2,U6
AER,KIV,11076,TUA,2,TK
AER,KJA,11350,TUA,2,SU
AER,KLF,18077,TUA,3,S7
AER,KRO,16712,TUA,3,UT
AER,KRR,5291,TUA,1,UT
AER,KSN,26755,TUA,2,SU
AER,KUF,8266,TUA,2,UT
AER,KUL,55055,TUA,3,JL
AER,KUT,12838,TUA,2,W6
AER,KVX,16707,TUA,3,7R
AER,KZN,7885,TUA,1,UT
AER,LBD,21044,TUA,2,S7
AER,LCA,15868,TUA,2,U6
AER,LED,9283,TUA,1,FV
AER,LON,10761,TUA,2,BT
AER,LPI,26183,TUA,3,KL
AER,LPK,12305,TUA,2,S7
AER,LWO,19242,TUA,3,B2
AER,MCX,4237,TUA,1,UT
AER,MIL,48541,TUA,2,IG
AER,MMK,12937,TUA,2,FV
AER,MOW,7764,TUA,1,N4
AER,MQF,15284,TUA,2,SU
AER,MRV,4150,TUA,1,UT
AER,MSQ,10867,TUA,2,TK
AER,MUC,17179,TUA,2,TK
AER,NBC,10679,TUA,2,DP
AER,NJC,15626,TUA,3,UT
AER,NMA,29018,TUA,2,HY
AER,NOZ,20082,TUA,2,S7
AER,NSK,26936,TUA,2,Y7
AER,NUE,24248,TUA,2,TK
AER,NUX,13160,TUA,3,UT
AER,ODS,21063,TUA,3,B2
AER,OGZ,10060,TUA,3,UT
AER,OHE,95377,TUA,3,CZ
AER,OMS,14328,TUA,1,IO
AER,OSS,20308,TUA,2,GH
AER,OSW,30000,TUA,2,EO
AER,OVB,12998,TUA,2,DP
AER,PAR,12555,TUA,2,BT
AER,PEE,10544,TUA,2,FV
AER,PES,14960,TUA,2,S7
AER,PEZ,13041,TUA,3,7R
AER,PFO,18023,TUA,2,GH
AER,PKC,31336,TUA,2,FV
AER,PMI,15671,TUA,2,U6
AER,POP,101597,TUA,3,AA
AER,PRG,9272,TUA,2,BT
AER,PSA,13746,TUA,2,S7
AER,REK,16135,TUA,2,BT
AER,REN,9797,TUA,2,FV
AER,RGK,19103,TUA,2,GH
AER,RIX,8802,TUA,1,BT
AER,ROM,17890,TUA,2,S7
AER,ROV,4950,TAIS,1,A4
AER,ROV,3410,TUA,1,UT
AER,RTW,12965,TUA,3,7R
AER,SCO,25846,TUA,3,DV
AER,SCW,12760,TUA,3,UT
AER,SEL,84462,TUA,3,HZ
AER,SGC,12390,TUA,2,FV
AER,SGN,46865,TUA,3,VN
AER,SIP,5344,TUA,1,SU
AER,SKG,23991,TUA,2,A3
AER,SKP,35650,TUA,3,YW
AER,SKX,12504,TUA,2,S7
AER,SLY,20768,TUA,2,SU
AER,STO,8540,TUA,2,BT
AER,STW,4021,TUA,2,UT
AER,SVO,10554,TUA,1,N4
AER,SVX,8932,TUA,2,SU
AER,TAS,15509,TUA,1,HY
AER,TBS,5304,TUA,1,U6
AER,TBW,14167,TUA,3,7R
AER,TGD,14218,TUA,2,TK
AER,TIV,19427,TUA,2,GH
AER,TJM,9985,TUA,2,UT
AER,TLL,10125,TUA,2,BT
AER,TLV,19978,TUA,2,SU
AER,TOF,16786,TUA,2,GH
AER,TSE,21057,TUA,2,TK
AER,TYO,49429,TUA,3,S7
AER,UCT,17706,TUA,3,IO
AER,UFA,10428,TUA,3,UT
AER,UGC,27877,TUA,2,HY
AER,UKK,18004,TUA,2,S7
AER,ULY,16760,TUA,3,UT
AER,URS,14213,TUA,3,7R
AER,UUD,23598,TUA,2,DP
AER,UUS,35191,TUA,3,S7
AER,VAR,11669,TUA,2,S7
AER,VCE,18240,TUA,2,U6
AER,VIE,9300,TUA,2,BT
AER,VKO,7943,TUA,1,DP
AER,VNO,9234,TUA,2,BT
AER,VOG,5032,TUA,1,UT
AER,VOZ,12354,TUA,3,7R
AER,VVO,25070,TUA,3,U6
AER,WAW,23969,TUA,2,SU
AER,YKS,16760,TUA,1,R3
AER,YTO,75170,TUA,2,TK
AER,ZIA,20154,TUA,3,B2
AER,ZRH,11630,TUA,2,BT
AES,EVE,20290,TUA,2,DY
AES,HRK,106140,TUA,3,LO
AES,LED,10912,TUA,3,SK
AES,TOS,17091,TUA,2,DY
AGA,BUD,10854,TUA,2,W6
AGA,CMN,7896,TUA,1,AT
AGA,GYD,53497,TUA,3,QR
AGA,HEL,145693,TUA,3,LH
AGA,LED,22923,TUA,2,W6
AGA,LIS,11485,TUA,2,AT
AGA,MOW,19035,TUA,2,W6
AGA,MUC,54797,TUA,3,IB
AGA,ORY,10813,TUA,2,AT
AGA,PAR,10813,TUA,2,AT
AGA,VNO,13527,TUA,1,W6
AGA,WAW,7452,TUA,1,W6
AGF,IST,42947,TUA,2,JN
AGH,HEL,15497,TUA,2,WX
AGH,JOE,78130,TUA,3,AY
AGH,LED,13288,TUA,2,SK
AGH,MOW,22015,TUA,3,AY
AGH,PMI,20361,TUA,2,SK
AGP,AAQ,59737,TUA,2,SU
AGP,AER,25457,TUA,2,TK
AGP,ALC,8181,TUA,2,FR
AGP,ATH,11502,TUA,2,FR
AGP,BCN,7695,TUA,1,FR
AGP,BER,11168,TUA,2,FR
AGP,BGY,8829,TUA,2,W6
AGP,BRU,10044,TUA,1,VY
AGP,BUD,5913,TUA,1,FR
AGP,BUH,9315,TUA,1,W6
AGP,BZK,65305,TUA,3,S7
AGP,CGN,11340,TUA,2,BE
AGP,CMN,20331,TUA,2,TB
AGP,CPH,10206,TUA,2,FR
AGP,DNK,94032,TUA,3,PS
AGP,DUS,9153,TUA,1,FR
AGP,EIN,8100,TUA,1,FR
AGP,GIB,19116,TUA,2,U2
AGP,HEL,16209,TUA,2,OK
AGP,IBZ,6237,TUA,2,FR
AGP,IEV,13140,TUA,2,W6
AGP,IST,14661,TUA,2,PC
AGP,KIV,18792,TUA,2,W6
AGP,KJA,44082,TUA,2,SU
AGP,KRK,13122,TUA,2,FR
AGP,KUF,31682,TUA,2,SU
AGP,LAX,45279,TUA,2,DY
AGP,LCA,9801,TUA,2,W6
AGP,LED,13851,TUA,2,W6
AGP,LHR,11163,TUA,2,BA
AGP,LIS,12794,TUA,1,WI
AGP,LON,5427,TUA,2,FR
AGP,LPA,13851,TUA,2,FR
AGP,LWO,20493,TUA,2,W6
AGP,MAD,10256,TUA,1,I2
AGP,MIL,8731,TUA,2,W6
AGP,MOW,17370,TUA,2,FB
AGP,MRS,8275,TUA,2,FR
AGP,MSQ,22739,TUA,2,B2
AGP,MUC,11205,TUA,2,FR
AGP,NCE,11583,TUA,2,U2
AGP,OTP,9315,TUA,1,W6
AGP,PEE,27853,TUA,2,SU
AGP,PMI,4509,TUA,1,FR
AGP,PRG,9032,TUA,1,QS
AGP,RAK,15546,TUA,2,IB
AGP,RBA,17982,TUA,2,TB
AGP,REN,32635,TUA,2,FV
AGP,RIX,8829,TUA,2,FR
AGP,ROM,7209,TUA,2,FR
AGP,ROV,36809,TUA,2,FV
AGP,SOU,24179,TUA,2,BE
AGP,SVO,20904,TUA,2,QS
AGP,TCI,14135,TUA,2,NT
AGP,TFS,13284,TUA,2,MT
AGP,TLL,9720,TUA,2,W6
AGP,TLS,4684,TUA,1,V7
AGP,TNG,14256,TUA,2,TB
AGP,UFA,22070,TUA,2,OK
AGP,VCE,9720,TUA,2,FR
AGP,VIE,7452,TUA,1,W6
AGP,VLC,11056,TUA,2,FR
AGP,VNO,12514,TUA,2,W6
AGP,VOZ,22933,TUA,2,TK
AGP,WAW,10341,TUA,2,FR
AGP,WRO,9976,TUA,2,FR
AGP,ZAG,14693,TUA,2,OK
AHB,MOW,20936,SFA,2,FZ
AHB,MOW,21480,TUA,2,FZ
AHO,ALC,11502,TUA,2,FR
AHO,BCN,11826,TUA,2,FR
AHO,BER,10854,TUA,2,U2
AHO,LED,26570,TUA,3,KM
AHO,MAD,13608,TUA,2,FR
AHO,MIL,5346,TUA,1,U2
AHO,MOW,21343,TUA,2,IG
AHO,MRS,8100,TUA,2,U2
AHO,ROM,12150,TUA,2,VY
AHU,NCE,16683,TUA,3,AT
AJA,ADB,55789,TUA,3,KK
AJA,ALC,12879,TUA,2,V7
AJA,BCN,11583,TUA,2,VY
AJA,BER,11421,TUA,2,U2
AJA,BRU,20007,TUA,2,U2
AJA,BSL,17253,TUA,1,U2
AJA,HEL,48460,TUA,2,AY
AJA,IST,17820,TUA,2,PC
AJA,JOE,92118,TUA,3,AY
AJA,LED,40967,TUA,2,AF
AJA,LIL,12150,TUA,1,V7
AJA,MAD,17982,TUA,2,FR
AJA,MOW,45531,TUA,2,AF
AJA,NCE,11461,TUA,2,U2
AJA,PAR,15957,TUA,1,U2
AJA,PSA,13446,TUA,2,FR
AJA,TFS,21506,TUA,2,U2
AJA,VRN,17375,TUA,2,HV
AJF,RUH,10342,TUA,1,SV
AJI,AER,19744,TUA,2,TK
AJI,DME,41401,TUA,3,B2
AJI,HRK,13250,TUA,2,TK
AJI,KJA,27332,TUA,3,TK
AJI,KRO,27638,TUA,3,TK
AJI,KRR,19249,TUA,2,TK
AJI,KUF,26421,TUA,3,TK
AJI,KZN,26447,TUA,2,TK
AJI,LED,17749,TUA,2,TK
AJI,MOW,18203,TUA,3,TK
AJI,ROV,40385,TUA,3,TK
AJI,TJM,26086,TUA,3,TK
AJI,VKO,18523,TUA,2,TK
AJI,ZIA,39969,TUA,3,B2
AKJ,JMU,50082,TUA,3,FM
AKJ,JXA,134974,TUA,3,CZ
AKJ,KHV,45799,TUA,3,HZ
AKJ,TYO,10935,TUA,1,HD
AKJ,VVO,44176,TUA,2,S7
AKL,CHC,8316,TUA,1,JQ
AKL,DUD,5083,TUA,1,JQ
AKL,LIM,55084,TUA,2,LA
AKL,MOW,89582,TUA,3,EY
AKL,SYD,9624,TUA,1,LA
AKL,TAO,40332,TUA,2,KA
AKL,ZQN,5103,TUA,1,JQ
AKU,MOW,24755,TUA,2,CZ
AKX,ALA,14243,TUA,2,DV
AKX,BHK,53608,TUA,3,HY
AKX,CIT,9531,TUA,2,DV
AKX,DMB,11178,TUA,2,DV
AKX,DUS,28523,TUA,2,SU
AKX,DXB,18587,TUA,2,KC
AKX,DYU,68686,TUA,3,S7
AKX,EVN,16160,TUA,2,SU
AKX,GUW,14580,TUA,2,DV
AKX,IKT,24128,TUA,3,S7
AKX,KRR,22011,TUA,2,FV
AKX,KSN,26007,TUA,2,KC
AKX,KZN,13093,TUA,2,KC
AKX,LED,13078,TUA,2,SU
AKX,LON,34970,TUA,3,AF
AKX,MOW,12526,TUA,1,SU
AKX,NMA,50356,TUA,2,HY
AKX,SCO,5913,TUA,1,DV
AKX,SSH,135621,TUA,3,TK
AKX,TAS,33838,TUA,3,FV
AKX,TSE,7144,TUA,1,DV
AKX,UFA,15949,TUA,2,SU
ALA,AAQ,14701,TUA,2,S7
ALA,ABA,12185,TUA,2,S7
ALA,AER,14669,TUA,2,GH
ALA,AKX,14985,TUA,2,DV
ALA,ANK,14835,TUA,2,PS
ALA,AOI,41369,TUA,3,CL
ALA,ASB,29409,TUA,2,FZ
ALA,AYT,18192,TUA,2,PC
ALA,BAH,17280,TUA,2,PC
ALA,BAK,14658,TUA,2,S7
ALA,BAX,30842,TUA,2,SU
ALA,BCN,16176,TUA,2,PC
ALA,BER,18156,TUA,2,PC
ALA,BGW,49726,TUA,2,TK
ALA,BHK,8685,TUA,2,HY
ALA,BJS,17219,TUA,2,CZ
ALA,BKK,26494,TUA,1,KC
ALA,BLQ,34506,TUA,2,SU
ALA,BOM,24508,TUA,2,AI
ALA,BRU,32553,TUA,2,SU
ALA,BUE,88531,TUA,3,AR
ALA,BUS,21465,TUA,3,S7
ALA,BWN,86714,TUA,3,BI
ALA,BZK,18708,TUA,3,S7
ALA,CAN,28514,TUA,2,CZ
ALA,CDG,17250,TUA,2,B2
ALA,CEK,13897,TUA,2,S7
ALA,CIT,4685,TUA,1,DV
ALA,CMB,42764,TUA,2,FZ
ALA,CXR,35960,TUA,3,CZ
ALA,DEL,14773,TUA,2,HY
ALA,DME,11741,TUA,2,GH
ALA,DOH,20602,TUA,2,PC
ALA,DXB,17164,TUA,1,KC
ALA,DYU,8354,TUA,1,SZ
ALA,ERC,55173,TUA,3,TK
ALA,ESB,13356,TUA,2,PS
ALA,EVN,12221,TUA,2,PS
ALA,FLR,39243,TUA,3,CT
ALA,FRA,19193,TUA,2,HY
ALA,FRU,6769,TUA,1,KC
ALA,GOI,30160,TUA,2,AI
ALA,GOJ,14517,TUA,3,S7
ALA,GUW,9888,TUA,1,Z9
ALA,GVA,30546,TUA,2,SU
ALA,GYD,15124,TUA,1,KC
ALA,GZP,72153,TUA,3,TK
ALA,HAJ,23696,TUA,2,B2
ALA,HAN,33415,TUA,3,CZ
ALA,HEL,18995,TUA,2,PS
ALA,HET,21564,TUA,2,CZ
ALA,HGH,22554,TUA,2,CZ
ALA,HKG,31594,TUA,3,CZ
ALA,HRG,42906,TUA,2,PC
ALA,HRK,43547,TUA,2,TK
ALA,HTA,17521,TUA,2,GH
ALA,ICN,28346,TUA,1,OZ
ALA,IEV,13210,TUA,2,B2
ALA,IKT,17538,TUA,2,S7
ALA,IST,10777,TUA,1,PC
ALA,IZM,16926,TUA,2,PC
ALA,JKT,38553,TUA,3,CZ
ALA,KBP,61132,TUA,3,B2
ALA,KCH,41481,TUA,2,MH
ALA,KEJ,28794,TUA,2,SU
ALA,KGD,15036,TUA,2,B2
ALA,KGF,5751,TUA,1,DV
ALA,KJA,14239,TUA,2,S7
ALA,KOV,5508,TUA,1,DV
ALA,KRR,14808,TUA,3,GH
ALA,KSN,8788,TUA,1,DV
ALA,KTM,77293,TUA,3,CZ
ALA,KUF,35185,SFA,2,FZ
ALA,KUF,15149,TUA,3,S7
ALA,KUL,26141,TUA,1,KC
